コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,181.00,186.00,175.00,186.00,478000,85788000
1305-T,ETFTPX,東証,1469.00,1503.00,1450.00,1503.00,262200,383794700
1306-T,TOPIX投,東証,1441.00,1491.00,1438.00,1488.00,3261700,4747518600
1308-T,上場TPX,東証,1445.00,1492.00,1433.00,1492.00,197000,284758000
1309-O,上証50連,大証,57500.00,62600.00,57000.00,62600.00,5471,323844100
1310-T,ETF･コア30,東証,886.00,910.00,885.00,910.00,2000,1780900
1311-T,TOPIX30,東証,892.00,917.00,882.00,917.00,14800,13167100
1312-O,RN小型コア,大証,12730.00,13070.00,12510.00,13070.00,2690,34308100
1313-T,KODEX200,東証,2800.00,2840.00,2755.00,2840.00,3600,10063000
1319-T,300投信,東証,290.00,294.00,285.00,294.00,29000,8401000
1319-O,300投信,大証,,,,,0,0
1320-O,ETF225,大証,15040.00,15470.00,14990.00,15460.00,47200,715111600
1321-O,225投信,大証,15000.00,15420.00,14940.00,15400.00,518820,7839045700
1328-O,金連動,大証,2780.00,2790.00,2720.00,2775.00,288440,791427200
1329-T,iS225,東証,15000.00,15370.00,14700.00,15370.00,1820,27301500
1330-T,上場225,東証,15060.00,15520.00,15040.00,15500.00,293540,4474834500
1332-T,日水,東証1部,538.00,548.00,523.00,545.00,2969600,1584780100
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,131.00,134.00,128.00,133.00,2489000,325023000
1352-T,ホウスイ,東証1部,146.00,148.00,143.00,147.00,66000,9582000
1376-J,カネコ種,JQ,639.00,644.00,639.00,640.00,6300,4029500
1377-T,サカタのタネ,東証1部,1475.00,1500.00,1470.00,1498.00,80400,119051800
1378-T,雪国マイタケ,東証2部,375.00,375.00,362.00,368.00,8900,3302900
1379-T,ホクト,東証1部,1745.00,1745.00,1702.00,1719.00,308400,528411300
1380-J,秋川牧園,JQ,,,,,0,0
1381-J,アクシーズ,JQ,,,,,0,0
1382-J,ホーブ,JQ,,,,,0,0
1400-H,アライヴ,HCグロース,161000.00,170000.00,160000.00,170000.00,26,4347000
1401-F,エムビーエス,福証Q-Board,164000.00,164000.00,164000.00,164000.00,2,328000
1405-T,サーラ住宅,東証2部,637.00,637.00,600.00,600.00,5900,3592600
1407-J,ウエストHD,JQ,390.00,400.00,390.00,395.00,4400,1720100
1408-H,サムシングHD,HCグロース,104000.00,114000.00,99100.00,114000.00,45,4703100
1412-T,チャイナボーチ,東証1部外国,153000.00,172000.00,152000.00,171000.00,3464,544635000
1491-T,中外鉱,東証2部,38.00,40.00,37.00,39.00,6104700,233835100
1491-O,中外鉱,大証2部,39.00,39.00,39.00,39.00,5000,195000
1503-T,住友炭,東証1部,94.00,100.00,94.00,100.00,4882500,469494500
1503-O,住友炭,大証1部,,,,,0,0
1515-T,日鉄鉱,東証1部,784.00,816.00,765.00,816.00,730000,577200000
1518-T,三井松,東証1部,221.00,240.00,220.00,237.00,17930000,4098031000
1605-T,国際帝石,東証1部,1060000.00,1120000.00,1050000.00,1110000.00,10190,11042970000
1610-T,ETF･電機,東証,,,,,0,0
1612-T,ETF･銀行,東証,285.00,292.00,285.00,292.00,120000,34207000
1613-T,電機,東証,1985.00,2030.00,1985.00,2030.00,2600,5198300
1615-T,銀行,東証,285.00,297.00,283.00,297.00,1853500,533555000
1661-T,ガス開,東証1部,667.00,674.00,657.00,674.00,149000,99056000
1662-T,石油資源,東証1部,8530.00,8930.00,8520.00,8900.00,323900,2833025000
1701-T,昭和KDE,東証2部,140.00,143.00,140.00,141.00,77000,10810000
1710-O,ジェイオーHD,大証2部,1626.00,1664.00,1610.00,1664.00,4900,7971500
1711-T,省電舎,東証マザーズ,275000.00,275000.00,272000.00,275000.00,6,1644000
1712-T,ダイセキソリュ,東証マザーズ,378000.00,400000.00,357000.00,400000.00,363,135332000
1716-J,第一カッター,JQ,855.00,855.00,821.00,830.00,2200,1846400
1717-J,明豊ファシリ,JQ,178.00,179.00,171.00,176.00,16700,2921400
1718-J,美樹工業,JQ,248.00,248.00,241.00,246.00,9000,2195000
1719-T,ハザマ,東証1部,120.00,121.00,106.00,118.00,566200,64801100
1720-T,東急建設,東証1部,442.00,451.00,435.00,451.00,276280,122076620
