コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,175.00,176.00,175.00,176.00,28000,4907000
1305-T,ETFTPX,東証,739.00,739.00,736.00,737.00,5730,4225200
1306-T,TOPIX投,東証,735.00,736.00,733.00,736.00,846140,621897820
1308-T,上場TPX,東証,729.00,729.00,725.00,726.00,363000,263452000
1309-O,上証50連,大証,15310.00,15470.00,15300.00,15470.00,1375,21105230
1310-T,ETF･コア30,東証,,,,,0,0
1311-T,TOPIX30,東証,384.00,384.00,381.00,381.00,420,160730
1312-O,RN小型コア,大証,,,,,0,0
1313-T,KODEX200,東証,1771.00,1776.00,1771.00,1776.00,20,35470
1314-T,上場新興,東証,,,,,0,0
1316-T,上場大型,東証,486.00,486.00,482.00,482.00,15170,7371900
1317-T,上場中型,東証,782.00,782.00,782.00,782.00,40,31280
1318-T,上場小型,東証,,,,,0,0
1319-T,300投信,東証,,,,,0,0
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,8800.00,8830.00,8800.00,8810.00,21045,185386680
1321-O,225投信,大証,8830.00,8840.00,8820.00,8840.00,28627,252693760
1322-T,上場パンタ,東証,2407.00,2414.00,2372.00,2398.00,630,1508280
1323-O,南ア40,大証,292.00,295.00,292.00,295.00,700,205500
1324-O,RTS連動,大証,111.00,112.00,111.00,112.00,6300,702300
1325-T,ボベスパ,東証,200.00,200.00,198.00,199.00,24900,4955000
1326-T,SPDRゴール,東証,13280.00,13330.00,13280.00,13330.00,2973,39556040
1327-T,EASY商品,東証,,,,,0,0
1328-O,金連動,大証,4020.00,4025.00,4015.00,4015.00,140,562900
1329-T,iS225,東証,8730.00,8790.00,8730.00,8750.00,530,4638800
1330-T,上場225,東証,8850.00,8860.00,8840.00,8860.00,24610,217879400
1332-T,日水,東証1部,142.00,144.00,140.00,140.00,1143500,161272300
1332-O,日水,大証1部,,,,,0,0
