コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,245.00,246.00,243.00,244.00,362000,88631000
1305-T,ETFTPX,東証,1289.00,1298.00,1287.00,1297.00,854710,1106685950
1306-T,TOPIX投,東証,1284.00,1295.00,1283.00,1292.00,7481630,9650141680
1308-T,上場TPX,東証,1267.00,1280.00,1267.00,1278.00,561800,715899000
1309-O,上証50連,大証,20650.00,20770.00,20630.00,20640.00,1375,28410320
1310-T,ETF･コア30,東証,673.00,682.00,673.00,677.00,5260,3558760
1311-T,TOPIX30,東証,690.00,693.00,687.00,693.00,38570,26636870
1312-O,RN小型コア,大証,13750.00,13750.00,13600.00,13600.00,530,7248150
1313-T,KODEX200,東証,2271.00,2271.00,2252.00,2252.00,90,204180
1314-T,上場新興,東証,1295.00,1300.00,1280.00,1280.00,11100,14332300
1316-T,上場大型,東証,846.00,863.00,846.00,855.00,3630,3101350
1317-T,上場中型,東証,1351.00,1365.00,1340.00,1351.00,710,960150
1318-T,上場小型,東証,1488.00,1488.00,1443.00,1443.00,6230,9115610
1319-T,300投信,東証,225.00,228.00,225.00,226.00,30000,6773000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,15400.00,15500.00,15380.00,15460.00,238487,3678384060
1321-O,225投信,大証,15390.00,15500.00,15390.00,15490.00,796484,12292969500
1322-T,上場パンタ,東証,2960.00,2960.00,2923.00,2952.00,2370,6965600
1323-O,南ア40,大証,356.00,358.00,352.00,352.00,4400,1570100
1324-O,RTS連動,大証,132.00,133.00,131.00,132.00,94000,12448900
1325-T,ボベスパ,東証,231.00,232.00,231.00,232.00,121400,28048200
1326-T,SPDRゴール,東証,14140.00,14140.00,14050.00,14100.00,6781,95683720
1327-T,EASY商品,東証,4425.00,4450.00,4400.00,4450.00,38,168270
1328-O,金連動,大証,4165.00,4170.00,4150.00,4160.00,11320,47072700
1329-T,iS225,東証,15310.00,15380.00,15290.00,15370.00,4230,64792600
1330-T,上場225,東証,15460.00,15560.00,15450.00,15550.00,328030,5085126700
1332-T,日水,東証1部,203.00,206.00,203.00,206.00,1352600,277045900
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,199.00,200.00,198.00,198.00,1002000,198985000
1343-T,REIT-ETF,東証,1439.00,1458.00,1416.00,1418.00,695760,998000070
1344-T,MXSコア30,東証,670.00,674.00,667.00,673.00,7950,5334630
1345-T,上場Jリート,東証,1367.00,1384.00,1346.00,1350.00,267500,364137400
1346-O,MXS225,大証,15390.00,15480.00,15370.00,15480.00,27530,424618870
1347-T,上場グリチ,東証,4145.00,4200.00,4090.00,4200.00,320,1323550
