コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,182.00,186.00,182.00,183.00,222000,40793000
1305-T,ETFTPX,東証,1492.00,1499.00,1464.00,1471.00,160700,237292900
1306-T,TOPIX投,東証,1481.00,1487.00,1452.00,1456.00,2698900,3963877900
1308-T,上場TPX,東証,1484.00,1484.00,1456.00,1460.00,123000,181088000
1309-O,上証50連,大証,64000.00,64100.00,60100.00,60300.00,4765,296594100
1310-T,ETF･コア30,東証,909.00,909.00,888.00,894.00,2900,2602300
1311-T,TOPIX30,東証,907.00,913.00,890.00,893.00,19300,17514500
1312-O,RN小型コア,大証,13050.00,13290.00,12840.00,12890.00,12670,165326600
1313-T,KODEX200,東証,2855.00,2855.00,2695.00,2695.00,3500,9611000
1319-T,300投信,東証,290.00,294.00,286.00,286.00,41000,11902000
1319-O,300投信,大証,,,,,0,0
1320-O,ETF225,大証,15350.00,15410.00,15010.00,15020.00,33280,505496900
1321-O,225投信,大証,15270.00,15350.00,14960.00,15000.00,616420,9334832700
1328-O,金連動,大証,2850.00,2850.00,2810.00,2810.00,125890,357140050
1329-T,iS225,東証,15270.00,15270.00,15000.00,15060.00,1200,18155700
1330-T,上場225,東証,15400.00,15460.00,15050.00,15120.00,243570,3706404900
1332-T,日水,東証1部,546.00,550.00,535.00,540.00,1571400,852745800
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,132.00,133.00,130.00,131.00,870000,114655000
1352-T,ホウスイ,東証1部,148.00,148.00,145.00,146.00,99000,14614000
1376-J,カネコ種,JQ,640.00,640.00,639.00,639.00,5800,3708600
1377-T,サカタのタネ,東証1部,1508.00,1510.00,1477.00,1481.00,70100,104715300
1378-T,雪国マイタケ,東証2部,368.00,371.00,365.00,367.00,2600,954000
1379-T,ホクト,東証1部,1720.00,1730.00,1671.00,1681.00,496800,840725100
1380-J,秋川牧園,JQ,,,,,0,0
1381-J,アクシーズ,JQ,,,,,0,0
1382-J,ホーブ,JQ,196000.00,196000.00,195000.00,196000.00,10,1955000
1400-H,アライヴ,HCグロース,162000.00,170000.00,161000.00,165000.00,45,7472000
1401-F,エムビーエス,福証Q-Board,,,,,0,0
1405-T,サーラ住宅,東証2部,591.00,599.00,589.00,599.00,1700,1004400
1407-J,ウエストHD,JQ,407.00,413.00,407.00,410.00,5200,2126300
1408-H,サムシングHD,HCグロース,106000.00,111000.00,104000.00,108000.00,24,2562000
1412-T,チャイナボーチ,東証1部外国,177000.00,184000.00,164000.00,168000.00,3054,540425000
1491-T,中外鉱,東証2部,41.00,42.00,39.00,41.00,2369200,95286900
1491-O,中外鉱,大証2部,44.00,44.00,42.00,42.00,2100,88400
1503-T,住友炭,東証1部,101.00,102.00,97.00,97.00,3570000,353997000
1503-O,住友炭,大証1部,,,,,0,0
1515-T,日鉄鉱,東証1部,826.00,830.00,792.00,798.00,616000,495706000
1518-T,三井松,東証1部,247.00,251.00,231.00,234.00,10973000,2666480000
1605-T,国際帝石,東証1部,1130000.00,1160000.00,1130000.00,1150000.00,7836,8985340000
1610-T,ETF･電機,東証,,,,,0,0
1612-T,ETF･銀行,東証,295.00,298.00,295.00,295.00,8000,2363000
1613-T,電機,東証,2020.00,2020.00,1995.00,1995.00,500,1005500
1615-T,銀行,東証,295.00,300.00,290.00,292.00,3404500,998192000
1661-T,ガス開,東証1部,684.00,686.00,670.00,680.00,161000,109720000
1662-T,石油資源,東証1部,8880.00,8940.00,8670.00,8700.00,243100,2142863000
1701-T,昭和KDE,東証2部,141.00,142.00,136.00,140.00,58000,8107000
1710-O,ジェイオーHD,大証2部,1607.00,1656.00,1607.00,1656.00,400,649700
1711-T,省電舎,東証マザーズ,283000.00,283000.00,270000.00,270000.00,4,1097000
1712-T,ダイセキソリュ,東証マザーズ,400000.00,407000.00,380000.00,380000.00,183,72445000
1716-J,第一カッター,JQ,831.00,831.00,831.00,831.00,100,83100
1717-J,明豊ファシリ,JQ,176.00,176.00,171.00,175.00,10300,1785900
1718-J,美樹工業,JQ,250.00,250.00,241.00,242.00,12000,2902000
1719-T,ハザマ,東証1部,118.00,121.00,115.00,119.00,255200,30065800
1720-T,東急建設,東証1部,450.00,458.00,437.00,440.00,207250,92120860
1721-T,コムシスHD,東証1部,815.00,821.00,795.00,804.00,1827000,1474830000
1721-O,コムシスHD,大証1部,817.00,817.00,817.00,817.00,1000,817000
1722-T,MISAWA,東証1部,615.00,615.00,564.00,566.00,1483000,863940000
1722-O,MISAWA,大証1部,569.00,571.00,569.00,571.00,500,284900
1723-J,日本電技,JQ,947.00,950.00,947.00,950.00,900,854500
1724-J,シンクレイヤ,JQ,,,,,0,0
1725-T,フジタ,東証2部,338.00,346.00,335.00,335.00,7300,2471600
1726-T,BRHD,東証2部,,,,,0,0
1728-J,ミサワ中国,JQ,203.00,203.00,200.00,200.00,4000,805000
1729-H,三光ソフラン,HCグロース,119.00,119.00,115.00,116.00,96000,11214000
1730-J,麻生フオーム,JQ,,,,,0,0
1734-S,北弘電社,札証,,,,,0,0
1735-J,伊田テクノス,JQ,,,,,0,0
1736-J,オーテック,JQ,620.00,620.00,620.00,620.00,1000,620000
1737-T,三井エンジ,東証2部,670.00,680.00,670.00,680.00,3000,2030000
1739-H,SEED,HCグロース,138000.00,142000.00,138000.00,142000.00,15,2094000
1742-T,セコムテクノ,東証2部,3480.00,3480.00,3440.00,3440.00,13000,45140000
1743-O,コーアツ工業,大証2部,309.00,309.00,309.00,309.00,1000,309000
1743-F,コーアツ工業,福証,,,,,0,0
1744-J,キョーエイ,JQ,,,,,0,0
1750-O,カナック,大証2部,,,,,0,0
1751-J,日立プラサ,JQ,594.00,600.00,590.00,590.00,1700,1009900
1753-J,土屋ツバイ,JQ,112000.00,130000.00,112000.00,130000.00,6,702000
1754-J,東新住建,JQ,415.00,415.00,415.00,415.00,1300,539500
1756-J,和興エンジ,JQ,215.00,215.00,210.00,210.00,2000,425000
1757-O,千年の杜,大証2部,46.00,46.00,43.00,44.00,377960,16825910
1758-J,太洋基礎,JQ,,,,,0,0
1761-S,ミサワ北海,札証,,,,,0,0
1762-T,高松建設,東証1部,1680.00,1700.00,1606.00,1640.00,91600,150771900
1762-O,高松建設,大証1部,,,,,0,0
1763-J,北陸ミサワ,JQ,,,,,0,0
1764-T,工藤建設,東証2部,158.00,159.00,158.00,159.00,2000,317000
1766-T,東建コーポ,東証1部,4150.00,4220.00,4110.00,4130.00,60110,249234300
1767-T,沖ウィンテック,東証2部,,,,,0,0
1768-O,ソネック,大証2部,,,,,0,0
1770-J,藤田エンジ,JQ,501.00,501.00,501.00,501.00,2000,1002000
1771-F,日本乾溜,福証,132.00,132.00,131.00,131.00,3000,394000
1773-T,YTL,東証1部外国,303.00,303.00,303.00,303.00,2000,606000
1774-O,機動建設,大証2部,90.00,93.00,87.00,93.00,39000,3492000
1775-T,富士E&C,東証2部,182.00,184.00,182.00,184.00,2000,366000
1776-T,三住道路,東証2部,96.00,100.00,93.00,93.00,23000,2187000
1778-T,古河総設,東証2部,154.00,154.00,149.00,149.00,4000,611000
1779-J,松本建工,JQ,,,,,0,0
1780-T,ヤマウラ,東証1部,284.00,285.00,283.00,283.00,16500,4687500
1781-J,国土総建,JQ,538.00,545.00,528.00,545.00,61000,32594000
1782-J,常磐開発,JQ,146.00,149.00,146.00,149.00,2000,295000
1783-J,ACHL,JQ,15.00,16.00,14.00,16.00,7423000,111550000
1786-T,オリエ白石,東証1部,267.00,267.00,265.00,266.00,17900,4767700
1787-J,ナカボーテック,JQ,,,,,0,0
1788-J,三東工業,JQ,151.00,152.00,151.00,152.00,3000,455000
1789-J,山加電業,JQ,292.00,292.00,260.00,267.00,9800,2684700
1790-O,平和奥田,大証2部,139.00,139.00,135.00,139.00,5000,687000
1793-J,大本組,JQ,,,,,0,0
1795-J,マサル,JQ,,,,,0,0
1798-J,守谷商会,JQ,,,,,0,0
1799-J,第一建設,JQ,,,,,0,0
1801-T,大成建,東証1部,281.00,289.00,281.00,283.00,7884000,2239381000
1801-O,大成建,大証1部,,,,,0,0
1802-T,大林組,東証1部,480.00,498.00,480.00,484.00,5396000,2632781000
1802-O,大林組,大証1部,,,,,0,0
1803-T,清水建,東証1部,436.00,448.00,431.00,435.00,6408000,2801299000
1803-O,清水建,大証1部,,,,,0,0
1805-T,飛島建,東証1部,42.00,42.00,40.00,41.00,1058500,43207500
1807-J,佐藤渡辺,JQ,127.00,127.00,123.00,126.00,10000,1247000
1808-T,長谷工,東証1部,205.00,214.00,198.00,203.00,23376500,4845466500
1808-O,長谷工,大証1部,,,,,0,0
1810-T,松井建,東証1部,409.00,419.00,409.00,410.00,41000,16897000
1811-O,銭高組,大証1部,183.00,186.00,176.00,177.00,59000,10571000
1812-T,鹿島,東証1部,306.00,310.00,301.00,308.00,16574000,5080227000
1812-O,鹿島,大証1部,,,,,0,0
1813-T,不動テトラ,東証1部,122.00,122.00,116.00,117.00,3769400,448994000
1813-O,不動テトラ,大証1部,,,,,0,0
