コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,202.00,203.00,197.00,197.00,601000,120170000
1305-T,ETFTPX,東証,937.00,937.00,927.00,929.00,2558900,2381907800
1306-T,TOPIX投,東証,930.00,932.00,921.00,926.00,2829080,2620892770
1308-T,上場TPX,東証,918.00,918.00,907.00,912.00,2436700,2216120500
1309-O,上証50連,大証,30000.00,30400.00,29910.00,30400.00,15229,456886960
1310-T,ETF･コア30,東証,533.00,533.00,527.00,531.00,5500,2923200
1311-T,TOPIX30,東証,537.00,537.00,532.00,535.00,14050,7524630
1312-O,RN小型コア,大証,9290.00,9310.00,9230.00,9260.00,508,4710200
1313-T,KODEX200,東証,1370.00,1374.00,1330.00,1330.00,1960,2653280
1314-T,上場新興,東証,581.00,584.00,575.00,575.00,4300,2495800
1316-T,上場大型,東証,640.00,640.00,632.00,634.00,900,573810
1317-T,上場中型,東証,952.00,952.00,952.00,952.00,210,199920
1318-T,上場小型,東証,949.00,949.00,949.00,949.00,10,9490
1319-T,300投信,東証,164.00,164.00,161.00,161.00,3000,486000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,9860.00,9880.00,9740.00,9780.00,170800,1674963500
1321-O,225投信,大証,9870.00,9880.00,9740.00,9780.00,526470,5157361100
1322-T,上場パンタ,東証,3990.00,4000.00,3960.00,3980.00,25450,101298700
1323-O,南ア40,大証,258.00,258.00,251.00,254.00,57200,14605500
1324-O,RTS連動,大証,105.00,108.00,103.00,107.00,886500,94332900
1325-T,ボベスパ,東証,250.00,250.00,242.00,250.00,396300,98056000
1326-T,SPDRゴール,東証,8670.00,8680.00,8560.00,8570.00,38000,327319420
1327-T,EASY商品,東証,3710.00,3710.00,3650.00,3690.00,10962,40436700
1328-O,金連動,大証,2670.00,2680.00,2645.00,2650.00,202350,538434700
1329-T,iS225,東証,9900.00,9940.00,9740.00,9780.00,4490,44013900
1330-T,上場225,東証,9930.00,9930.00,9790.00,9820.00,373360,3679461800
1332-T,日水,東証1部,256.00,257.00,248.00,251.00,2506100,631041500
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,151.00,152.00,146.00,147.00,2974000,441385000
1340-O,印ルピー,大証,206.00,206.00,200.00,202.00,50800,10247900
1341-O,伯レアル,大証,5020.00,5020.00,4770.00,4900.00,2510,12272300
1342-O,露ルーブル,大証,310.00,310.00,304.00,304.00,14400,4391100
1343-T,REIT-ETF,東証,957.00,965.00,950.00,954.00,66870,63854700
1344-T,MXSコア30,東証,528.00,528.00,525.00,526.00,1350,709520
1345-T,上場Jリート,東証,946.00,949.00,935.00,945.00,14500,13630900
1346-O,MXS225,大証,9790.00,9790.00,9630.00,9630.00,320,3120070
1347-T,上場グリチ,東証,3180.00,3180.00,3100.00,3130.00,11790,37038300
1348-T,MXSトピクス,東証,906.00,906.00,897.00,900.00,34020,30655910
1349-T,アジア債券,東証,11880.00,12820.00,11520.00,12500.00,70,850730
1352-T,ホウスイ,東証1部,167.00,188.00,151.00,154.00,8954000,1517441000
1376-J,カネコ種,JQ,784.00,794.00,779.00,785.00,3700,2898800
1377-T,サカタのタネ,東証1部,1285.00,1293.00,1275.00,1277.00,89000,114117800
1378-T,雪国マイタケ,東証2部,367.00,370.00,366.00,367.00,12100,4453400
1379-T,ホクト,東証1部,1920.00,1956.00,1914.00,1919.00,178600,345419900
1380-J,秋川牧園,JQ,,,,,0,0
1381-J,アクシーズ,JQ,781.00,784.00,781.00,784.00,800,626900
1382-J,ホーブ,JQ,168000.00,168000.00,168000.00,168000.00,1,168000
1400-H,ルーデン,HCグロース,5600.00,5600.00,5350.00,5590.00,49,267570
1401-F,エムビーエス,福証Q-Board,60500.00,60500.00,60500.00,60500.00,1,60500
1405-T,サーラ住宅,東証2部,350.00,350.00,347.00,347.00,1800,627000
1407-J,ウエストHD,JQ,347.00,355.00,339.00,342.00,73400,25263900
1408-H,サムシングHD,HCグロース,70000.00,74000.00,70000.00,73500.00,26,1878000
1412-T,チャイナボーチ,東証1部外国,30700.00,32500.00,30700.00,31650.00,317,9865400
