コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,195.00,196.00,194.00,195.00,215000,41923000
1305-T,ETFTPX,東証,915.00,916.00,911.00,915.00,28900,26399600
1306-T,TOPIX投,東証,920.00,921.00,916.00,918.00,491910,451619630
1308-T,上場TPX,東証,901.00,901.00,897.00,900.00,38300,34435800
1309-O,上証50連,大証,28030.00,28170.00,28020.00,28140.00,3558,99980620
1310-T,ETF･コア30,東証,515.00,515.00,515.00,515.00,200,103000
1311-T,TOPIX30,東証,522.00,524.00,520.00,524.00,1040,544030
1312-O,RN小型コア,大証,,,,,0,0
1313-T,KODEX200,東証,1765.00,1780.00,1740.00,1780.00,310,545980
1314-T,上場新興,東証,,,,,0,0
1316-T,上場大型,東証,652.00,652.00,652.00,652.00,20,13040
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,,,,,0,0
1319-T,300投信,東証,155.00,155.00,155.00,155.00,1000,155000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,10380.00,10380.00,10340.00,10380.00,36160,374982500
1321-O,225投信,大証,10430.00,10440.00,10380.00,10430.00,93511,973774530
1322-T,上場パンタ,東証,3925.00,3925.00,3905.00,3905.00,4080,15987000
1323-O,南ア40,大証,287.00,289.00,287.00,287.00,1700,488200
1324-O,RTS連動,大証,140.00,140.00,137.00,138.00,124800,17415800
1325-T,ボベスパ,東証,304.00,308.00,304.00,307.00,193400,59262900
1326-T,SPDRゴール,東証,9830.00,9850.00,9810.00,9830.00,11932,117316690
1327-T,EASY商品,東証,3795.00,3820.00,3795.00,3820.00,72,273290
1328-O,金連動,大証,3010.00,3025.00,3010.00,3010.00,16940,51072100
1329-T,iS225,東証,10390.00,10390.00,10390.00,10390.00,210,2181900
1330-T,上場225,東証,10480.00,10500.00,10440.00,10480.00,103140,1080818700
1332-T,日水,東証1部,259.00,260.00,258.00,259.00,252000,65201600
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,124.00,124.00,123.00,124.00,335000,41443000
1343-T,REIT-ETF,東証,928.00,930.00,928.00,928.00,1450,1346430
1344-T,MXSコア30,東証,524.00,524.00,524.00,524.00,10,5240
1345-T,上場Jリート,東証,911.00,916.00,911.00,913.00,1900,1733200
1346-O,MXS225,大証,10350.00,10360.00,10340.00,10360.00,48,496980
1347-T,上場グリチ,東証,3375.00,3375.00,3375.00,3375.00,50,168750
1348-T,MXSトピクス,東証,905.00,905.00,903.00,903.00,1170,1056850
1349-T,アジア債券,東証,10400.00,10400.00,10390.00,10390.00,10,103910
1352-T,ホウスイ,東証1部,104.00,104.00,104.00,104.00,1000,104000
1376-J,カネコ種,JQ,715.00,716.00,712.00,712.00,2900,2072200
1377-T,サカタのタネ,東証1部,1182.00,1189.00,1180.00,1188.00,86700,102668400
1378-T,雪国マイタケ,東証2部,435.00,438.00,435.00,438.00,4500,1966500
1379-T,ホクト,東証1部,1915.00,1920.00,1908.00,1918.00,58600,112219900
1380-J,秋川牧園,JQ,,,,,0,0
