コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,255.00,257.00,255.00,256.00,56000,14320000
1305-T,ETFTPX,東証,1761.00,1778.00,1758.00,1775.00,64400,113760600
1306-T,TOPIX投,東証,1747.00,1766.00,1744.00,1764.00,573100,1005200600
1308-T,上場TPX,東証,1740.00,1760.00,1740.00,1758.00,160000,280225000
1310-T,ETF･コア30,東証,1099.00,1108.00,1099.00,1108.00,2100,2325900
1311-T,TOPIX30,東証,1101.00,1115.00,1101.00,1115.00,9000,9931800
1319-T,300投信,東証,339.00,339.00,339.00,339.00,4000,1356000
1319-O,300投信,大証,,,,,0,0
1320-O,ETF225,大証,17830.00,17970.00,17820.00,17950.00,7870,140967400
1321-O,225投信,大証,17780.00,17930.00,17770.00,17910.00,133190,2378700200
1329-T,iS225,東証,17560.00,17730.00,17560.00,17640.00,50,882200
1330-T,上場225,東証,17850.00,18000.00,17850.00,17980.00,44610,800064600
1331-T,ニチロ,東証1部,212.00,214.00,212.00,214.00,29000,6184000
1332-T,日水,東証1部,788.00,792.00,780.00,789.00,459200,360411700
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハ本社,東証1部,240.00,241.00,240.00,240.00,78000,18733000
1352-T,ホウスイ,東証1部,174.00,174.00,173.00,173.00,12000,2081000
1376-J,カネコ種,JQ,738.00,750.00,738.00,750.00,5400,3989300
1377-T,サカタのタネ,東証1部,1549.00,1550.00,1540.00,1544.00,12700,19618400
1378-T,雪国マイタケ,東証2部,425.00,426.00,425.00,426.00,3800,1615400
1379-T,ホクト,東証1部,2180.00,2180.00,2155.00,2155.00,45100,97988500
1380-J,秋川牧園,JQ,,,,,0,0
1381-J,アクシーズ,JQ,850.00,850.00,850.00,850.00,2000,1700000
1382-J,ホーブ,JQ,225000.00,225000.00,225000.00,225000.00,2,450000
1400-H,アライヴ,HCグロース,19280.00,19890.00,18770.00,19740.00,150,2891000
1401-F,エムビーエス,福証Q-Board,,,,,0,0
1405-T,サーラ住宅,東証2部,786.00,788.00,786.00,788.00,200,157400
1407-J,ウエストHD,JQ,582.00,582.00,561.00,561.00,800,462500
1408-H,サムシングHD,HCグロース,148000.00,150000.00,148000.00,150000.00,5,742000
1491-T,中外鉱,東証2部,94.00,95.00,93.00,94.00,809800,76429900
1491-O,中外鉱,大証2部,,,,,0,0
1503-T,住友炭,東証1部,122.00,128.00,121.00,128.00,23863500,2984762000
1503-O,住友炭,大証1部,121.00,127.00,121.00,127.00,15000,1881000
